index,Name,Gender,Document_Type,Document_Number,Address,New_DOB,Name_clean,Address_clean,Document_Number_clean,Document_valid,Combined_Text,Record_ID,Group_ID,Name_Length,Address_Length,Name_Freq,Address_Freq,Group_Size,Name_Encoded,Address_Encoded,Fraud_Label,Fraud_Probability,Fraud_Prediction,Risk_Level,Image_File,OCR_Text,OCR_Similarity,OCR_Match,Duplicate_Image_Flag,Final_Risk_Score,Final_Risk_Level,Gender_clean,Document_type_clean,DOB,Document_format,Combined_Data,Duplicate_Group_ID,Fraud_Risk_Score,Fraud_Risk_Level
765,Heer Tailor,Other,Aadhaar,9411 9775 1500,"548, Halder Nagar, Tiruppur-427610",07-07-1985,heer tailor,548 halder nagar tiruppur427610,9.41198E+11,True,heer tailor 548 halder nagar tiruppur 427610,765,766,11,32,1,1,1,766,839,0,0.03,0,Low,img_5.jpg,heer tailor,1.0,Match,Yes,0.218,Low,other,aadhaar,Unknown,False,heer tailor other Unknown aadhaar 9411 9775 1500 548 halder nagar tiruppur427610,-1,0.4,Medium
766,Samiha Wable,Other,Aadhaar,6934 1971 1453,"H.No. 47, Kade Road, Shimoga 165883",25-06-1983,samiha wable,hno 47 kade road shimoga 165883,6.9342E+11,True,samiha wable h no 47 kade road shimoga 165883,766,767,12,32,1,1,1,1895,1975,0,0.01,0,Low,img_6.jpg,samiha wable,1.0,Match,Yes,0.206,Low,other,aadhaar,Unknown,False,samiha wable other Unknown aadhaar 6934 1971 1453 hno 47 kade road shimoga 165883,-1,0.4,Medium
767,Romil Bahl,Female,PAN,OHCFB9992R,"H.No. 432, Dada Ganj, Bardhaman 790783",09-09-1972,romil bahl,hno 432 dada ganj bardhaman 790783,OHCFB9992R,True,romil bahl h no 432 dada ganj bardhaman 790783,767,768,10,35,1,1,1,1792,1948,0,0.0,0,Low,img_7.jpg,romil bahl,1.0,Match,Yes,0.2,Low,female,pan,Unknown,True,romil bahl female Unknown pan OHCFB9992R hno 432 dada ganj bardhaman 790783,-1,0.0,Low
768,Tara Thakur,Male,Aadhaar,8052 7457 6832,"H.No. 45, Walla Circle, Hospet 502422",05-04-1973,tara thakur,hno 45 walla circle hospet 502422,8.05275E+11,True,tara thakur h no 45 walla circle hospet 502422,768,769,11,34,1,1,1,2076,1963,0,0.01,0,Low,img_8.jpg,tara thakur,1.0,Match,Yes,0.206,Low,male,aadhaar,Unknown,False,tara thakur male Unknown aadhaar 8052 7457 6832 hno 45 walla circle hospet 502422,-1,0.4,Medium
769,Seher Chakraborty,Male,,Missing,"69, Sane Circle, Bhilai-425034",13-07-1993,seher chakraborty,69 sane circle bhilai425034,NONE,False,seher chakraborty 69 sane circle bhilai 425034,769,770,17,28,1,1,1,1921,1072,0,0.03,0,Low,img_9.jpg,seher chakraborty,1.0,Match,Yes,0.218,Low,male,nan,Unknown,False,seher chakraborty male Unknown nan Missing 69 sane circle bhilai425034,-1,0.4,Medium
770,Riaan Sabharwal,Male,Aadhaar,6882 6641 7828,"H.No. 05, Tiwari Marg, Khandwa-306282",22-08-1996,riaan sabharwal,hno 05 tiwari marg khandwa306282,6.88266E+11,True,riaan sabharwal h no 05 tiwari marg khandwa 306282,770,771,15,34,1,1,1,1751,1637,0,0.07,0,Low,img_0.jpg,lawrahbas naair,0.27,Mismatch,Yes,0.388,Low,male,aadhaar,Unknown,False,riaan sabharwal male Unknown aadhaar 6882 6641 7828 hno 05 tiwari marg khandwa306282,-1,0.4,Medium
771,Lavanya Dyal,Male,PAN,ESYPD8263G,"603, Varughese Street, Tenali 333207",12-06-1981,lavanya dyal,603 varughese street tenali 333207,ESYPD8263G,True,lavanya dyal 603 varughese street tenali 333207,771,772,12,34,1,1,1,1225,925,0,0.01,0,Low,img_1.jpg,lavanya dyal,1.0,Match,Yes,0.206,Low,male,pan,Unknown,True,lavanya dyal male Unknown pan ESYPD8263G 603 varughese street tenali 333207,-1,0.0,Low
772,Shamik Sarma,Female,PAN,BTFFS4808F,"33/347, Balakrishnan, Kochi-033496",09-05-1991,shamik sarma,33347 balakrishnan kochi033496,BTFFS4808F,True,shamik sarma 33 347 balakrishnan kochi 033496,772,773,12,32,1,1,1,1960,519,0,0.14,0,Low,img_2.jpg,amras kimahs,0.42,Mismatch,Yes,0.4,Medium,female,pan,Unknown,True,shamik sarma female Unknown pan BTFFS4808F 33347 balakrishnan kochi033496,-1,0.0,Low
773,,Male,PAN,GCRHD2216C,"62/552, Bala Road, Fatehpur-770806",21-09-1981,nan,62552 bala road fatehpur770806,GCRHD2216C,True,none 62 552 bala road fatehpur 770806,773,774,4,32,118,1,1,1495,954,0,0.0,0,Low,img_3.jpg,none,1.0,Match,Yes,0.2,Low,male,pan,Unknown,True,nan male Unknown pan GCRHD2216C 62552 bala road fatehpur770806,-1,0.0,Low
774,Vaibhav Talwar,Male,Passport,I3968675,"H.No. 85, Chhabra Zila, Madhyamgram 203586",19-09-1987,vaibhav talwar,hno 85 chhabra zila madhyamgram 203586,I3968675,True,vaibhav talwar h no 85 chhabra zila madhyamgram 203586,774,775,14,39,1,1,1,2165,2259,0,0.03,0,Low,img_4.jpg,vaibhav talwar,1.0,Match,Yes,0.218,Low,male,passport,Unknown,True,vaibhav talwar male Unknown passport I3968675 hno 85 chhabra zila madhyamgram 203586,-1,0.0,Low
775,Kanav Madan,Male,,Missing,"H.No. 356, Bajaj Marg, Arrah-891279",01-08-1992,kanav madan,hno 356 bajaj marg arrah891279,NONE,False,kanav madan h no 356 bajaj marg arrah 891279,775,776,11,32,1,1,1,1074,1881,0,0.01,0,Low,img_5.jpg,nadam vanak,0.27,Mismatch,Yes,0.352,Low,male,nan,Unknown,False,kanav madan male Unknown nan Missing hno 356 bajaj marg arrah891279,-1,0.4,Medium
776,Umang Kara,Female,Aadhaar,5779 8393 2926,"54, Keer Zila, Indore-228694",27-10-1971,umang kara,54 keer zila indore228694,5.77984E+11,True,umang kara 54 keer zila indore 228694,776,777,10,26,2,1,1,2130,833,0,0.01,0,Low,img_6.jpg,umang kara,1.0,Match,Yes,0.206,Low,female,aadhaar,Unknown,False,umang kara female Unknown aadhaar 5779 8393 2926 54 keer zila indore228694,-1,0.4,Medium
777,Abram Bhakta,Male,Passport,C4541499,"743, Bhagat Circle, Nangloi Jat 518539",16-08-1977,abram bhakta,743 bhagat circle nangloi jat 518539,C4541499,True,abram bhakta 743 bhagat circle nangloi jat 518539,777,778,12,36,1,1,1,68,1164,0,0.13,0,Low,img_7.jpg,abram bhakta,1.0,Match,Yes,0.278,Low,male,passport,Unknown,True,abram bhakta male Unknown passport C4541499 743 bhagat circle nangloi jat 518539,-1,0.0,Low
778,Onkar Mand,Female,PAN,MPBCM1650A,"93/121, Bajaj Chowk, Karnal-778087",30-11-2004,onkar mand,93121 bajaj chowk karnal778087,MPBCM1650A,True,onkar mand 93 121 bajaj chowk karnal 778087,778,779,10,32,1,1,1,1508,1477,0,0.0,0,Low,img_8.jpg,onkar mand,1.0,Match,Yes,0.2,Low,female,pan,Unknown,True,onkar mand female Unknown pan MPBCM1650A 93121 bajaj chowk karnal778087,-1,0.0,Low
779,Adira Contractor,Male,Aadhaar,5614 5555 6193,"45, Baral Street, Kozhikode 884446",30-06-1996,adira contractor,45 baral street kozhikode 884446,5.61456E+11,True,adira contractor 45 baral street kozhikode 884446,779,780,16,32,1,1,1,94,701,0,0.03,0,Low,img_9.jpg,adira contractor,1.0,Match,Yes,0.218,Low,male,aadhaar,Unknown,False,adira contractor male Unknown aadhaar 5614 5555 6193 45 baral street kozhikode 884446,-1,0.4,Medium
780,Badal Krish,Male,Passport,M9339617,"H.No. 006, Trivedi Ganj, Barasat-552512",24-01-1972,badal krish,hno 006 trivedi ganj barasat552512,M9339617,True,badal krish h no 006 trivedi ganj barasat 552512,780,781,11,36,1,1,1,374,1602,0,0.01,0,Low,img_0.jpg,badal krish,1.0,Match,Yes,0.206,Low,male,passport,Unknown,True,badal krish male Unknown passport M9339617 hno 006 trivedi ganj barasat552512,-1,0.0,Low
781,Hunar Dyal,Female,PAN,TNALD0972C,"53/958, Behl, Dewas-665272",10-08-1988,hunar dyal,53958 behl dewas665272,TNALD0972C,True,hunar dyal 53 958 behl dewas 665272,781,782,10,24,1,1,1,838,820,0,0.0,0,Low,img_1.jpg,hunar dyal,1.0,Match,Yes,0.2,Low,female,pan,Unknown,True,hunar dyal female Unknown pan TNALD0972C 53958 behl dewas665272,-1,0.0,Low
782,Kaira Tandon,Male,Passport,H2677384,"H.No. 940, Char Chowk, Ujjain 725773",29-11-1989,kaira tandon,hno 940 char chowk ujjain 725773,H2677384,True,kaira tandon h no 940 char chowk ujjain 725773,782,783,12,33,1,1,1,1065,2333,0,0.01,0,Low,img_2.jpg,kaira tandon,1.0,Match,Yes,0.206,Low,male,passport,Unknown,True,kaira tandon male Unknown passport H2677384 hno 940 char chowk ujjain 725773,-1,0.0,Low
783,Devansh Chaudhary,Other,Aadhaar,1248 8362 4972,"33/81, Bhatnagar Ganj, Ozhukarai-252691",15-04-1979,devansh chaudhary,3381 bhatnagar ganj ozhukarai252691,1.24884E+11,True,devansh chaudhary 33 81 bhatnagar ganj ozhukarai 252691,783,784,17,37,1,1,1,487,520,0,0.02,0,Low,img_3.jpg,devansh chaudhary,1.0,Match,Yes,0.212,Low,other,aadhaar,Unknown,False,devansh chaudhary other Unknown aadhaar 1248 8362 4972 3381 bhatnagar ganj ozhukarai252691,-1,0.4,Medium
784,Anvi Garg,Male,PAN,JZXPG0009K,"73, Sengupta Ganj, Parbhani 400414",26-10-2000,anvi garg,73 sengupta ganj parbhani 400414,JZXPG0009K,True,anvi garg 73 sengupta ganj parbhani 400414,784,785,9,32,1,1,1,270,1136,0,0.01,0,Low,img_4.jpg,grag ivna,0.33,Mismatch,Yes,0.34,Low,male,pan,Unknown,True,anvi garg male Unknown pan JZXPG0009K 73 sengupta ganj parbhani 400414,-1,0.0,Low
785,Vihaan Koshy,Other,Aadhaar,2043 9540 7541,"H.No. 638, Thaker Zila, Suryapet-572144",30-06-1973,vihaan koshy,hno 638 thaker zila suryapet572144,2.04395E+11,True,vihaan koshy h no 638 thaker zila suryapet 572144,785,786,12,36,1,1,1,2231,2100,1,0.62,1,Medium,img_5.jpg,vihaan koshy,1.0,Match,Yes,0.572,Medium,other,aadhaar,Unknown,False,vihaan koshy other Unknown aadhaar 2043 9540 7541 hno 638 thaker zila suryapet572144,-1,0.4,Medium
786,,Female,Passport,S5667695,"H.No. 55, Choudhary Road, Secunderabad-226726",22-10-1975,nan,hno 55 choudhary road secunderabad226726,S5667695,True,none h no 55 choudhary road secunderabad 226726,786,787,4,42,118,1,1,1495,2041,0,0.0,0,Low,img_6.jpg,none,1.0,Match,Yes,0.2,Low,female,passport,Unknown,True,nan female Unknown passport S5667695 hno 55 choudhary road secunderabad226726,-1,0.0,Low
787,Lakshit Rana,,PAN,XXQHR3217W,"33, Karan Circle, Bilaspur 607181",23-03-1984,lakshit rana,33 karan circle bilaspur 607181,XXQHR3217W,True,lakshit rana 33 karan circle bilaspur 607181,787,788,12,31,1,1,1,1216,523,0,0.04,0,Low,img_7.jpg,lakshit rana,1.0,Match,Yes,0.224,Low,nan,pan,Unknown,True,lakshit rana nan Unknown pan XXQHR3217W 33 karan circle bilaspur 607181,-1,0.0,Low
788,Inaaya  Yogi,Female,Passport,C5506596,"95/11, Bhandari Nagar, Nadiad-133620",11-03-1976,inaaya  yogi,9511 bhandari nagar nadiad133620,C5506596,True,inaaya yogi 95 11 bhandari nagar nadiad 133620,788,789,11,34,1,1,1,854,1507,0,0.05,0,Low,img_8.jpg,inaaya yogi,1.0,Match,Yes,0.23,Low,female,passport,Unknown,True,inaaya  yogi female Unknown passport C5506596 9511 bhandari nagar nadiad133620,-1,0.0,Low
789,Saira Varkey,Male,Aadhaar,1062 4118 9414,"49/99, Dhingra Path, Ranchi-516699",30-09-2005,saira varkey,4999 dhingra path ranchi516699,1.06241E+11,True,saira varkey 49 99 dhingra path ranchi 516699,789,790,12,32,1,1,1,1836,761,1,0.13,0,Low,img_9.jpg,saira varkey,1.0,Match,Yes,0.278,Low,male,aadhaar,Unknown,False,saira varkey male Unknown aadhaar 1062 4118 9414 4999 dhingra path ranchi516699,-1,0.4,Medium
790,Inaaya  Dugal,Male,Aadhaar,1899 5860 5139,"38/318, Babu Ganj, Shivpuri-914266",21-09-1989,inaaya  dugal,38318 babu ganj shivpuri914266,1.89959E+11,True,inaaya dugal 38 318 babu ganj shivpuri 914266,790,791,12,32,1,1,1,848,586,0,0.11,0,Low,img_0.jpg,lagud ayaani,0.42,Mismatch,Yes,0.382,Low,male,aadhaar,Unknown,False,inaaya  dugal male Unknown aadhaar 1899 5860 5139 38318 babu ganj shivpuri914266,-1,0.4,Medium
791,Mehul Krishna,Female,Aadhaar,8755 6027 3448,"H.No. 63, Shenoy Zila, Khammam-852714",21-06-1991,mehul krishna,hno 63 shenoy zila khammam852714,8.7556E+11,True,mehul krishna h no 63 shenoy zila khammam 852714,791,792,13,34,1,1,1,1317,2096,0,0.0,0,Low,img_1.jpg,mehul krishna,1.0,Match,Yes,0.2,Low,female,aadhaar,Unknown,False,mehul krishna female Unknown aadhaar 8755 6027 3448 hno 63 shenoy zila khammam852714,-1,0.4,Medium
792,Mohanlal Bath,Male,Aadhaar,2657 3087 1439,,29-03-1990,mohanlal bath,nan,2.65731E+11,True,mohanlal bath none,792,793,13,4,1,122,1,1353,2378,0,0.08,0,Low,img_2.jpg,mohanlal bath,1.0,Match,Yes,0.248,Low,male,aadhaar,Unknown,False,mohanlal bath male Unknown aadhaar 2657 3087 1439 nan,-1,0.4,Medium
793,Pranay Balan,Female,PAN,PAOTB8269E,"H.No. 26, Khatri Chowk, Ghaziabad 795488",18-10-1994,pranay balan,hno 26 khatri chowk ghaziabad 795488,PAOTB8269E,True,pranay balan h no 26 khatri chowk ghaziabad 795488,793,794,12,37,1,1,1,1578,1807,0,0.0,0,Low,img_3.jpg,pranay balan,1.0,Match,Yes,0.2,Low,female,pan,Unknown,True,pranay balan female Unknown pan PAOTB8269E hno 26 khatri chowk ghaziabad 795488,-1,0.0,Low
794,Mohanlal Singhal,Female,Aadhaar,3940 6659 7704,"H.No. 86, Ravel Zila, Kozhikode-838593",28-10-1981,mohanlal singhal,hno 86 ravel zila kozhikode838593,3.94067E+11,True,mohanlal singhal h no 86 ravel zila kozhikode 838593,794,795,16,35,1,1,1,1364,2274,0,0.0,0,Low,img_4.jpg,lahgnis lalnahom,0.44,Mismatch,Yes,0.312,Low,female,aadhaar,Unknown,False,mohanlal singhal female Unknown aadhaar 3940 6659 7704 hno 86 ravel zila kozhikode838593,-1,0.4,Medium
795,Bhavin Boase,Other,,Missing,"H.No. 53, Dyal Road, Loni-816859",22-05-1996,bhavin boase,hno 53 dyal road loni816859,NONE,False,bhavin boase h no 53 dyal road loni 816859,795,796,12,29,1,1,1,413,2021,0,0.03,0,Low,img_5.jpg,bhavin boase,1.0,Match,Yes,0.218,Low,other,nan,Unknown,False,bhavin boase other Unknown nan Missing hno 53 dyal road loni816859,-1,0.4,Medium
796,Mishti Dixit,Female,Passport,B9421474,,25-07-1984,mishti dixit,nan,B9421474,True,mishti dixit none,796,797,12,4,1,122,1,1345,2378,1,0.68,1,Medium,img_6.jpg,mishti dixit,1.0,Match,Yes,0.608,Medium,female,passport,Unknown,True,mishti dixit female Unknown passport B9421474 nan,-1,0.0,Low
797,Anaya Sahni,Male,Aadhaar,7354 6996 1906,"94/708, Kumer Ganj, Bhalswa Jahangir Pur 592325",06-12-2003,anaya sahni,94708 kumer ganj bhalswa jahangir pur 592325,7.3547E+11,True,anaya sahni 94 708 kumer ganj bhalswa jahangir pur 592325,797,798,11,45,1,1,1,242,1500,0,0.02,0,Low,img_7.jpg,anaya sahni,1.0,Match,Yes,0.212,Low,male,aadhaar,Unknown,False,anaya sahni male Unknown aadhaar 7354 6996 1906 94708 kumer ganj bhalswa jahangir pur 592325,-1,0.4,Medium
798,,Female,Passport,N3444316,"68/825, Garde Road, Nagercoil-617538",18-04-2001,nan,68825 garde road nagercoil617538,N3444316,True,none 68 825 garde road nagercoil 617538,798,799,4,34,118,1,1,1495,1048,0,0.0,0,Low,img_8.jpg,none,1.0,Match,Yes,0.2,Low,female,passport,Unknown,True,nan female Unknown passport N3444316 68825 garde road nagercoil617538,-1,0.0,Low
799,Vanya Zachariah,Male,Aadhaar,1002 8089 6902,"46/27, Chandran Street, Nellore 004477",08-12-1988,vanya zachariah,4627 chandran street nellore 004477,1.00281E+11,True,vanya zachariah 46 27 chandran street nellore 004477,799,800,15,36,1,1,1,2176,712,1,0.78,1,High,img_9.jpg,vanya zachariah,1.0,Match,Yes,0.668,Medium,male,aadhaar,Unknown,False,vanya zachariah male Unknown aadhaar 1002 8089 6902 4627 chandran street nellore 004477,-1,0.4,Medium
800,Kismat Yogi,Other,Passport,F3118300,"084, Kulkarni Marg, Ballia-422377",26-04-1992,kismat yogi,084 kulkarni marg ballia422377,F3118300,True,kismat yogi 084 kulkarni marg ballia 422377,800,801,11,31,1,1,1,1173,121,0,0.0,0,Low,img_0.jpg,kismat yogi,1.0,Match,Yes,0.2,Low,other,passport,Unknown,True,kismat yogi other Unknown passport F3118300 084 kulkarni marg ballia422377,-1,0.0,Low
801,Krish Date,Male,PAN,YUDJD8022S,"63/45, Keer Path, Patna 566846",01-07-1973,krish date,6345 keer path patna 566846,YUDJD8022S,True,krish date 63 45 keer path patna 566846,801,802,10,28,1,1,1,1177,968,0,0.12,0,Low,img_1.jpg,etad hsirk,0.1,Mismatch,Yes,0.452,Medium,male,pan,Unknown,True,krish date male Unknown pan YUDJD8022S 6345 keer path patna 566846,-1,0.0,Low
802,Divyansh Agarwal,Female,Aadhaar,5500 3969 8166,"869, Sami Nagar, Mysore 108678",16-12-2005,divyansh agarwal,869 sami nagar mysore 108678,5.5004E+11,True,divyansh agarwal 869 sami nagar mysore 108678,802,803,16,28,1,1,1,577,1380,0,0.11,0,Low,img_2.jpg,divyansh agarwal,1.0,Match,Yes,0.266,Low,female,aadhaar,Unknown,False,divyansh agarwal female Unknown aadhaar 5500 3969 8166 869 sami nagar mysore 108678,-1,0.4,Medium
803,Eva Batra,Male,Aadhaar,4636 4769 3261,"H.No. 114, Sathe Ganj, Raichur-100079",24-02-1991,eva batra,hno 114 sathe ganj raichur100079,4.63648E+11,True,eva batra h no 114 sathe ganj raichur 100079,803,804,9,34,1,1,1,666,1690,0,0.14,0,Low,img_3.jpg,eva batra,1.0,Match,Yes,0.284,Low,male,aadhaar,Unknown,False,eva batra male Unknown aadhaar 4636 4769 3261 hno 114 sathe ganj raichur100079,-1,0.4,Medium
804,Farhan Anand,Other,Aadhaar,5293 5942 1981,"H.No. 54, Yogi Chowk, Khandwa 485257",07-10-1975,farhan anand,hno 54 yogi chowk khandwa 485257,5.29359E+11,True,farhan anand h no 54 yogi chowk khandwa 485257,804,805,12,33,1,1,1,689,2037,0,0.0,0,Low,img_4.jpg,farhan anand,1.0,Match,Yes,0.2,Low,other,aadhaar,Unknown,False,farhan anand other Unknown aadhaar 5293 5942 1981 hno 54 yogi chowk khandwa 485257,-1,0.4,Medium
805,,Female,Aadhaar,4846 9256 5311,"195, Goda Chowk, Karawal Nagar-612707",05-09-2002,nan,195 goda chowk karawal nagar612707,4.84693E+11,True,none 195 goda chowk karawal nagar 612707,805,806,4,35,118,1,1,1495,289,0,0.0,0,Low,img_5.jpg,none,1.0,Match,Yes,0.2,Low,female,aadhaar,Unknown,False,nan female Unknown aadhaar 4846 9256 5311 195 goda chowk karawal nagar612707,-1,0.4,Medium
806,,Female,Aadhaar,6693 5753 6623,,16-11-2005,nan,nan,6.69358E+11,True,none none,806,807,4,4,118,122,1,1495,2378,1,0.098888801,0,Low,img_6.jpg,none,1.0,Match,Yes,0.259333281,Low,female,aadhaar,Unknown,False,nan female Unknown aadhaar 6693 5753 6623 nan,-1,0.4,Medium
807,Diya Kumar,Male,Aadhaar,5323 2317 1858,"13/47, Vala Chowk, Madanapalle 637313",04-12-1995,diya kumar,1347 vala chowk madanapalle 637313,5.32323E+11,True,diya kumar 13 47 vala chowk madanapalle 637313,807,808,10,35,1,1,1,592,184,1,0.04,0,Low,img_7.jpg,diya kumar,1.0,Match,Yes,0.224,Low,male,aadhaar,Unknown,False,diya kumar male Unknown aadhaar 5323 2317 1858 1347 vala chowk madanapalle 637313,-1,0.4,Medium
808,Yuvraj  Rattan,Female,Aadhaar,5371 5687 6015,"22, Shenoy Zila, Navi Mumbai-523212",29-10-1987,yuvraj  rattan,22 shenoy zila navi mumbai523212,5.37157E+11,True,yuvraj rattan 22 shenoy zila navi mumbai 523212,808,809,13,33,1,1,1,2291,338,0,0.03,0,Low,img_8.jpg,yuvraj rattan,1.0,Match,Yes,0.218,Low,female,aadhaar,Unknown,False,yuvraj  rattan female Unknown aadhaar 5371 5687 6015 22 shenoy zila navi mumbai523212,-1,0.4,Medium
809,Vidur Kumer,,PAN,DDGLK5716T,"H.No. 949, Kothari Road, Bhusawal-192588",24-08-1973,vidur kumer,hno 949 kothari road bhusawal192588,DDGLK5716T,True,vidur kumer h no 949 kothari road bhusawal 192588,809,810,11,37,1,1,1,2217,2336,0,0.05,0,Low,img_9.jpg,remuk rudiv,0.09,Mismatch,Yes,0.412,Medium,nan,pan,Unknown,True,vidur kumer nan Unknown pan DDGLK5716T hno 949 kothari road bhusawal192588,-1,0.0,Low
810,Adah Shanker,Female,Passport,M2764302,"57/48, Krishna Ganj, Jamshedpur-679995",28-12-1981,adah shanker,5748 krishna ganj jamshedpur679995,M2764302,True,adah shanker 57 48 krishna ganj jamshedpur 679995,810,811,12,36,1,1,1,89,870,1,0.19,0,Low,img_0.jpg,adah shanker,1.0,Match,Yes,0.314,Low,female,passport,Unknown,True,adah shanker female Unknown passport M2764302 5748 krishna ganj jamshedpur679995,-1,0.0,Low
811,Raghav Dube,Male,Passport,J6115098,"97/106, Tiwari Chowk, Tumkur-372449",18-08-1990,raghav dube,97106 tiwari chowk tumkur372449,J6115098,True,raghav dube 97 106 tiwari chowk tumkur 372449,811,812,11,33,1,1,1,1640,1537,0,0.0,0,Low,img_1.jpg,raghav dube,1.0,Match,Yes,0.2,Low,male,passport,Unknown,True,raghav dube male Unknown passport J6115098 97106 tiwari chowk tumkur372449,-1,0.0,Low
812,Aayush Talwar,Male,PAN,XIPTT1769D,"32/232, Sankar Circle, Jorhat 034605",07-09-2001,aayush talwar,32232 sankar circle jorhat 034605,XIPTT1769D,True,aayush talwar 32 232 sankar circle jorhat 034605,812,813,13,34,1,1,1,66,503,0,0.07,0,Low,img_2.jpg,rawlat hsuyaa,0.15,Mismatch,Yes,0.412,Medium,male,pan,Unknown,True,aayush talwar male Unknown pan XIPTT1769D 32232 sankar circle jorhat 034605,-1,0.0,Low
813,Divit Keer,Male,PAN,XWJTK2618S,"24, Suresh Street, Akola-198178",02-03-1983,divit keer,24 suresh street akola198178,XWJTK2618S,True,divit keer 24 suresh street akola 198178,813,814,10,29,1,1,1,566,375,1,0.65,1,Medium,img_3.jpg,divit keer,1.0,Match,Yes,0.59,Medium,male,pan,Unknown,True,divit keer male Unknown pan XWJTK2618S 24 suresh street akola198178,-1,0.0,Low
814,Hansh Desai,,Aadhaar,9362 7783 1114,"30/39, Sane Marg, North Dumdum-930867",01-03-1985,hansh desai,3039 sane marg north dumdum930867,9.36278E+11,True,hansh desai 30 39 sane marg north dumdum 930867,814,815,11,35,1,1,1,739,475,0,0.03,0,Low,img_4.jpg,hansh desai,1.0,Match,Yes,0.218,Low,nan,aadhaar,Unknown,False,hansh desai nan Unknown aadhaar 9362 7783 1114 3039 sane marg north dumdum930867,-1,0.4,Medium
815,Anaya Bansal,Other,Aadhaar,5970 8254 5288,"45/679, Singh Ganj, Surat-694969",08-07-1984,anaya bansal,45679 singh ganj surat694969,5.97083E+11,True,anaya bansal 45 679 singh ganj surat 694969,815,816,12,30,1,1,1,234,698,0,0.04,0,Low,img_5.jpg,anaya bansal,1.0,Match,Yes,0.224,Low,other,aadhaar,Unknown,False,anaya bansal other Unknown aadhaar 5970 8254 5288 45679 singh ganj surat694969,-1,0.4,Medium
816,Purab Garde,Other,PAN,BHWBG2038N,"56, Grover Path, Bellary-648410",01-09-1980,purab garde,56 grover path bellary648410,BHWBG2038N,True,purab garde 56 grover path bellary 648410,816,817,11,29,1,1,1,1625,861,0,0.03,0,Low,img_6.jpg,purab garde,1.0,Match,Yes,0.218,Low,other,pan,Unknown,True,purab garde other Unknown pan BHWBG2038N 56 grover path bellary648410,-1,0.0,Low
817,Kiara Dutt,Male,Aadhaar,9044 7912 8262,"H.No. 79, Saran Chowk, Purnia-175936",05-08-1988,kiara dutt,hno 79 saran chowk purnia175936,9.04479E+11,True,kiara dutt h no 79 saran chowk purnia 175936,817,818,10,33,1,1,1,1138,2210,0,0.0,0,Low,img_7.jpg,kiara dutt,1.0,Match,Yes,0.2,Low,male,aadhaar,Unknown,False,kiara dutt male Unknown aadhaar 9044 7912 8262 hno 79 saran chowk purnia175936,-1,0.4,Medium
818,Azad Tank,Male,Aadhaar,1658 5179 1668,"H.No. 33, Bhavsar Marg, Dewas-521234",29-04-1980,azad tank,hno 33 bhavsar marg dewas521234,1.65852E+11,True,azad tank h no 33 bhavsar marg dewas 521234,818,819,9,33,1,1,1,369,1855,0,0.06,0,Low,img_8.jpg,knat daza,0.33,Mismatch,Yes,0.37,Low,male,aadhaar,Unknown,False,azad tank male Unknown aadhaar 1658 5179 1668 hno 33 bhavsar marg dewas521234,-1,0.4,Medium
819,Riaan Krish,Male,Passport,M2382923,"62/425, Kothari Ganj, Gandhidham 409815",15-07-2005,riaan krish,62425 kothari ganj gandhidham 409815,M2382923,True,riaan krish 62 425 kothari ganj gandhidham 409815,819,820,11,37,1,1,1,1750,950,0,0.05,0,Low,img_9.jpg,riaan krish,1.0,Match,Yes,0.23,Low,male,passport,Unknown,True,riaan krish male Unknown passport M2382923 62425 kothari ganj gandhidham 409815,-1,0.0,Low
